fabric_type,weather,festival,purpose,comfort_level,durability,breathability,sustainability_score,cost_category,weight,moisture_wicking,suitability_score,match_strength
Cotton,autumn,Durga Puja,Ethnic Wear,9,7,9,8,Low,Light,Yes,9.49,3
Cotton,autumn,Holi,Ethnic Wear,9,7,9,8,Low,Light,Yes,9.49,3
Cotton,summer,,Outdoor,9,7,9,8,Low,Light,Yes,9.45,3
Cotton,humid,Durga Puja,Outdoor,9,7,9,8,Low,Light,Yes,9.45,3
Cotton,summer,Interview,Outdoor,9,7,9,8,Low,Light,Yes,9.45,3
Cotton,summer,Navratri,Outdoor,9,7,9,8,Low,Light,Yes,9.45,3
Cotton,humid,,Outdoor,9,7,9,8,Low,Light,Yes,9.45,3
Cotton,summer,Eid,Outdoor,9,7,9,8,Low,Light,Yes,9.45,3
Cotton,humid,Pongal,Outdoor,9,7,9,8,Low,Light,Yes,9.45,3
Cotton,humid,Interview,Outdoor,9,7,9,8,Low,Light,Yes,9.45,3
Cotton,summer,Onam,Outdoor,9,7,9,8,Low,Light,Yes,9.45,3
Cotton,humid,Office Event,Outdoor,9,7,9,8,Low,Light,Yes,9.45,3
Cotton,summer,Durga Puja,Outdoor,9,7,9,8,Low,Light,Yes,9.45,3
Cotton,summer,Graduation,Outdoor,9,7,9,8,Low,Light,Yes,9.45,3
Cotton,humid,Eid,Outdoor,9,7,9,8,Low,Light,Yes,9.45,3
Cotton,summer,Holi,Outdoor,9,7,9,8,Low,Light,Yes,9.45,3
Cotton,humid,Graduation,Outdoor,9,7,9,8,Low,Light,Yes,9.45,3
Cotton,summer,Office Event,Outdoor,9,7,9,8,Low,Light,Yes,9.45,3
Cotton,humid,Holi,Outdoor,9,7,9,8,Low,Light,Yes,9.45,3
Cotton,summer,Casual Outing,Outdoor,9,7,9,8,Low,Light,Yes,9.45,3
Cotton,humid,Casual Outing,Outdoor,9,7,9,8,Low,Light,Yes,9.45,3
Cotton,humid,Onam,Outdoor,9,7,9,8,Low,Light,Yes,9.45,3
Cotton,summer,Pongal,Outdoor,9,7,9,8,Low,Light,Yes,9.45,3
Cotton,humid,Navratri,Outdoor,9,7,9,8,Low,Light,Yes,9.45,3
Khadi,summer,Diwali,Daily Wear,8,7,8,10,Medium,Medium,Yes,9.43,3
Khadi,summer,,Daily Wear,8,7,8,10,Medium,Medium,Yes,9.43,3
Khadi,summer,Onam,Daily Wear,8,7,8,10,Medium,Medium,Yes,9.43,3
Khadi,summer,Holi,Daily Wear,8,7,8,10,Medium,Medium,Yes,9.43,3
Khadi,summer,Casual Outing,Daily Wear,8,7,8,10,Medium,Medium,Yes,9.43,3
Khadi,summer,Pongal,Daily Wear,8,7,8,10,Medium,Medium,Yes,9.43,3
Khadi,autumn,Casual Outing,Daily Wear,8,7,8,10,Medium,Medium,Yes,9.43,3
Khadi,autumn,Diwali,Daily Wear,8,7,8,10,Medium,Medium,Yes,9.43,3
Khadi,autumn,,Daily Wear,8,7,8,10,Medium,Medium,Yes,9.43,3
Khadi,autumn,Holi,Daily Wear,8,7,8,10,Medium,Medium,Yes,9.43,3
Khadi,autumn,Onam,Daily Wear,8,7,8,10,Medium,Medium,Yes,9.43,3
Khadi,autumn,Pongal,Daily Wear,8,7,8,10,Medium,Medium,Yes,9.43,3
Cotton,humid,Onam,Work/Labor,9,7,9,8,Low,Light,Yes,9.41,3
Cotton,humid,Casual Outing,Work/Labor,9,7,9,8,Low,Light,Yes,9.41,3
Cotton,humid,Office Event,Work/Labor,9,7,9,8,Low,Light,Yes,9.41,3
Cotton,summer,Eid,Work/Labor,9,7,9,8,Low,Light,Yes,9.41,3
Cotton,humid,Navratri,Work/Labor,9,7,9,8,Low,Light,Yes,9.41,3
Cotton,humid,Durga Puja,Work/Labor,9,7,9,8,Low,Light,Yes,9.41,3
Cotton,summer,,Work/Labor,9,7,9,8,Low,Light,Yes,9.41,3
Cotton,humid,Eid,Work/Labor,9,7,9,8,Low,Light,Yes,9.41,3
Cotton,summer,Interview,Work/Labor,9,7,9,8,Low,Light,Yes,9.41,3
Cotton,summer,Holi,Work/Labor,9,7,9,8,Low,Light,Yes,9.41,3
Cotton,summer,Navratri,Work/Labor,9,7,9,8,Low,Light,Yes,9.41,3
Cotton,humid,,Work/Labor,9,7,9,8,Low,Light,Yes,9.41,3
Cotton,summer,Pongal,Work/Labor,9,7,9,8,Low,Light,Yes,9.41,3
Cotton,humid,Graduation,Work/Labor,9,7,9,8,Low,Light,Yes,9.41,3
Cotton,humid,Holi,Work/Labor,9,7,9,8,Low,Light,Yes,9.41,3
Cotton,summer,Graduation,Work/Labor,9,7,9,8,Low,Light,Yes,9.41,3
Cotton,humid,Pongal,Work/Labor,9,7,9,8,Low,Light,Yes,9.41,3
Cotton,summer,Onam,Work/Labor,9,7,9,8,Low,Light,Yes,9.41,3
Cotton,summer,Office Event,Work/Labor,9,7,9,8,Low,Light,Yes,9.41,3
Cotton,humid,Interview,Work/Labor,9,7,9,8,Low,Light,Yes,9.41,3
Cotton,summer,Durga Puja,Work/Labor,9,7,9,8,Low,Light,Yes,9.41,3
Cotton,summer,Casual Outing,Work/Labor,9,7,9,8,Low,Light,Yes,9.41,3
Cotton,autumn,,Outdoor,9,7,9,8,Low,Light,Yes,9.32,3
Cotton,autumn,Casual Outing,Outdoor,9,7,9,8,Low,Light,Yes,9.32,3
Cotton,autumn,Graduation,Outdoor,9,7,9,8,Low,Light,Yes,9.32,3
Cotton,autumn,Interview,Outdoor,9,7,9,8,Low,Light,Yes,9.32,3
Cotton,autumn,Eid,Outdoor,9,7,9,8,Low,Light,Yes,9.32,3
Cotton,autumn,Navratri,Outdoor,9,7,9,8,Low,Light,Yes,9.32,3
Cotton,autumn,Office Event,Outdoor,9,7,9,8,Low,Light,Yes,9.32,3
Cotton,autumn,Durga Puja,Outdoor,9,7,9,8,Low,Light,Yes,9.32,3
Cotton,autumn,Pongal,Outdoor,9,7,9,8,Low,Light,Yes,9.32,3
Cotton,autumn,Holi,Outdoor,9,7,9,8,Low,Light,Yes,9.32,3
Cotton,autumn,Onam,Outdoor,9,7,9,8,Low,Light,Yes,9.32,3
Cotton,autumn,,Work/Labor,9,7,9,8,Low,Light,Yes,9.26,3
Cotton,autumn,Casual Outing,Work/Labor,9,7,9,8,Low,Light,Yes,9.26,3
Cotton,autumn,Eid,Work/Labor,9,7,9,8,Low,Light,Yes,9.26,3
Cotton,autumn,Durga Puja,Work/Labor,9,7,9,8,Low,Light,Yes,9.26,3
Cotton,autumn,Office Event,Work/Labor,9,7,9,8,Low,Light,Yes,9.26,3
Cotton,autumn,Navratri,Work/Labor,9,7,9,8,Low,Light,Yes,9.26,3
Cotton,autumn,Holi,Work/Labor,9,7,9,8,Low,Light,Yes,9.26,3
Cotton,autumn,Pongal,Work/Labor,9,7,9,8,Low,Light,Yes,9.26,3
Cotton,autumn,Onam,Work/Labor,9,7,9,8,Low,Light,Yes,9.26,3
Cotton,autumn,Interview,Work/Labor,9,7,9,8,Low,Light,Yes,9.26,3
Cotton,autumn,Graduation,Work/Labor,9,7,9,8,Low,Light,Yes,9.26,3
Khadi,autumn,Pongal,Work/Labor,8,7,8,10,Medium,Medium,Yes,9.22,3
Khadi,summer,Onam,Work/Labor,8,7,8,10,Medium,Medium,Yes,9.22,3
Khadi,autumn,Casual Outing,Work/Labor,8,7,8,10,Medium,Medium,Yes,9.22,3
Khadi,summer,Diwali,Work/Labor,8,7,8,10,Medium,Medium,Yes,9.22,3
Khadi,summer,Holi,Work/Labor,8,7,8,10,Medium,Medium,Yes,9.22,3
Khadi,autumn,Diwali,Work/Labor,8,7,8,10,Medium,Medium,Yes,9.22,3
Khadi,summer,Pongal,Work/Labor,8,7,8,10,Medium,Medium,Yes,9.22,3
Khadi,summer,Casual Outing,Work/Labor,8,7,8,10,Medium,Medium,Yes,9.22,3
Khadi,autumn,,Work/Labor,8,7,8,10,Medium,Medium,Yes,9.22,3
Khadi,summer,,Work/Labor,8,7,8,10,Medium,Medium,Yes,9.22,3
Khadi,autumn,Onam,Work/Labor,8,7,8,10,Medium,Medium,Yes,9.22,3
Khadi,autumn,Holi,Work/Labor,8,7,8,10,Medium,Medium,Yes,9.22,3
Bamboo,humid,,Party,9,6,9,10,Medium,Light,Yes,8.82,2
Bamboo,summer,,Party,9,6,9,10,Medium,Light,Yes,8.82,2
Bamboo,humid,Casual Outing,Party,9,6,9,10,Medium,Light,Yes,8.82,2
Bamboo,summer,Casual Outing,Party,9,6,9,10,Medium,Light,Yes,8.82,2
Muslin,humid,Pongal,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Muslin,summer,Wedding,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Bamboo,summer,Durga Puja,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Muslin,humid,Office Event,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Bamboo,humid,Navratri,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Muslin,humid,Navratri,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Muslin,summer,Eid,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Bamboo,summer,Eid,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Bamboo,humid,Wedding,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Muslin,summer,Office Event,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Muslin,humid,Interview,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Bamboo,humid,Interview,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Muslin,summer,Durga Puja,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Bamboo,humid,Office Event,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Bamboo,humid,Pongal,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Bamboo,humid,Holi,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Muslin,humid,Diwali,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Muslin,humid,Onam,Party,9,5,10,9,Low,Light,No,8.72,2
Muslin,humid,Christmas,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Bamboo,summer,Diwali,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Bamboo,humid,Date Night,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Bamboo,humid,Christmas,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Muslin,summer,Holi,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Bamboo,summer,Holi,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Bamboo,summer,Interview,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Muslin,humid,Date Night,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Muslin,humid,Durga Puja,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Muslin,summer,New Year,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Muslin,summer,,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Bamboo,humid,Durga Puja,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Muslin,summer,Diwali,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Muslin,humid,New Year,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Bamboo,summer,New Year,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Bamboo,summer,Wedding,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Muslin,humid,,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Bamboo,summer,Office Event,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Muslin,humid,Eid,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Bamboo,summer,Graduation,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Muslin,summer,Navratri,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Bamboo,summer,Navratri,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Muslin,humid,Casual Outing,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Bamboo,summer,Pongal,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Muslin,summer,Graduation,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Muslin,summer,Onam,Party,9,5,10,9,Low,Light,No,8.72,2
Bamboo,humid,Onam,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Bamboo,humid,Graduation,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Bamboo,summer,Date Night,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Muslin,humid,Wedding,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Bamboo,summer,Onam,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Muslin,summer,Date Night,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Bamboo,summer,Christmas,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Muslin,humid,Graduation,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Muslin,humid,Holi,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Muslin,summer,Pongal,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Muslin,summer,Casual Outing,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Bamboo,humid,New Year,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Bamboo,humid,Eid,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Muslin,summer,Interview,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Muslin,summer,Christmas,Loungewear,9,5,10,9,Low,Light,No,8.72,2
Bamboo,humid,Diwali,Loungewear,9,6,9,10,Medium,Light,Yes,8.72,2
Tencel,humid,Durga Puja,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,summer,,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,summer,Wedding,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,humid,Pongal,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,humid,Office Event,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,humid,Interview,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,humid,Navratri,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,summer,Eid,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,summer,Durga Puja,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,summer,New Year,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,summer,Interview,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,humid,Date Night,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,humid,Eid,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,summer,Holi,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,humid,Christmas,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,summer,Pongal,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,summer,Diwali,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,summer,Office Event,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,humid,Holi,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,humid,Casual Outing,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,summer,Navratri,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,humid,Onam,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,humid,Diwali,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,summer,Date Night,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,summer,Casual Outing,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,humid,Wedding,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,summer,Onam,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,summer,Christmas,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,humid,Graduation,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,humid,,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,humid,New Year,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Tencel,summer,Graduation,Loungewear,9,7,9,9,Medium,Light,Yes,8.7,2
Modal,summer,,Loungewear,8,6,8,7,Medium,Light,Yes,8.65,3
Modal,summer,Casual Outing,Loungewear,8,6,8,7,Medium,Light,Yes,8.65,3
Modal,summer,Office Event,Loungewear,8,6,8,7,Medium,Light,Yes,8.65,3
Modal,humid,Casual Outing,Loungewear,8,6,8,7,Medium,Light,Yes,8.65,3
Modal,humid,Office Event,Loungewear,8,6,8,7,Medium,Light,Yes,8.65,3
Modal,humid,,Loungewear,8,6,8,7,Medium,Light,Yes,8.65,3
Linen,humid,Office Event,Party,8,6,10,9,Medium,Light,No,8.62,2
Linen,humid,Interview,Party,8,6,10,9,Medium,Light,No,8.62,2
Bamboo,summer,Casual Outing,Beach,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,humid,Pongal,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,summer,Graduation,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,humid,Wedding,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,humid,Office Event,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,summer,Casual Outing,Formal,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,humid,Durga Puja,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,summer,Onam,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Linen,summer,,Party,8,6,10,9,Medium,Light,No,8.62,2
Bamboo,summer,Wedding,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,summer,Eid,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,summer,Diwali,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,summer,Casual Outing,Ethnic Wear,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,summer,Durga Puja,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Linen,humid,Casual Outing,Party,8,6,10,9,Medium,Light,No,8.62,2
Bamboo,humid,Casual Outing,Ethnic Wear,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,humid,Casual Outing,Formal,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,humid,Casual Outing,Beach,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,summer,Pongal,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Linen,summer,Casual Outing,Party,8,6,10,9,Medium,Light,No,8.62,2
Bamboo,humid,Graduation,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,summer,Office Event,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,humid,Holi,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,humid,Diwali,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,humid,Interview,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Linen,summer,Office Event,Party,8,6,10,9,Medium,Light,No,8.62,2
Bamboo,summer,,Beach,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,humid,,Beach,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,humid,,Ethnic Wear,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,humid,Christmas,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,summer,Navratri,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Linen,summer,Interview,Party,8,6,10,9,Medium,Light,No,8.62,2
Bamboo,summer,Holi,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,summer,Christmas,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Linen,humid,,Party,8,6,10,9,Medium,Light,No,8.62,2
Bamboo,humid,,Formal,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,summer,,Formal,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,humid,Onam,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,humid,Date Night,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,summer,Interview,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,humid,Eid,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,summer,,Ethnic Wear,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,humid,New Year,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,humid,Navratri,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,summer,New Year,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,summer,Date Night,Yoga/Meditation,9,6,9,10,Medium,Light,Yes,8.62,2
Bamboo,summer,Wedding,Daily Wear,9,6,9,10,Medium,Light,Yes,8.6,2
Tencel,summer,Wedding,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,summer,Diwali,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Bamboo,autumn,,Loungewear,9,6,9,10,Medium,Light,Yes,8.6,2
Tencel,summer,Diwali,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Bamboo,summer,Eid,Daily Wear,9,6,9,10,Medium,Light,Yes,8.6,2
Bamboo,humid,New Year,Daily Wear,9,6,9,10,Medium,Light,Yes,8.6,2
Bamboo,autumn,Casual Outing,Loungewear,9,6,9,10,Medium,Light,Yes,8.6,2
Bamboo,summer,New Year,Daily Wear,9,6,9,10,Medium,Light,Yes,8.6,2
Tencel,summer,New Year,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,humid,Navratri,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,summer,,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,humid,New Year,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,humid,Durga Puja,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,summer,New Year,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,humid,Durga Puja,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Bamboo,humid,Durga Puja,Daily Wear,9,6,9,10,Medium,Light,Yes,8.6,2
Tencel,humid,Onam,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,summer,Casual Outing,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,humid,Office Event,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,humid,Diwali,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Bamboo,humid,Office Event,Daily Wear,9,6,9,10,Medium,Light,Yes,8.6,2
Tencel,humid,Casual Outing,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Bamboo,humid,Onam,Daily Wear,9,6,9,10,Medium,Light,Yes,8.6,2
Tencel,humid,Wedding,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,humid,Onam,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Bamboo,humid,Diwali,Daily Wear,9,6,9,10,Medium,Light,Yes,8.6,2
Tencel,summer,Eid,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,summer,Durga Puja,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Bamboo,summer,Date Night,Daily Wear,9,6,9,10,Medium,Light,Yes,8.6,2
Tencel,humid,Casual Outing,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,summer,Navratri,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,summer,Graduation,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Bamboo,summer,Navratri,Daily Wear,9,6,9,10,Medium,Light,Yes,8.6,2
Tencel,humid,New Year,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,summer,Date Night,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,humid,Wedding,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,summer,Navratri,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Bamboo,humid,Wedding,Daily Wear,9,6,9,10,Medium,Light,Yes,8.6,2
Tencel,summer,Eid,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Bamboo,summer,Durga Puja,Daily Wear,9,6,9,10,Medium,Light,Yes,8.6,2
Bamboo,humid,Graduation,Daily Wear,9,6,9,10,Medium,Light,Yes,8.6,2
Bamboo,summer,Interview,Daily Wear,9,6,9,10,Medium,Light,Yes,8.6,2
Tencel,summer,Office Event,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,summer,Graduation,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Bamboo,summer,Graduation,Daily Wear,9,6,9,10,Medium,Light,Yes,8.6,2
Tencel,humid,Holi,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Bamboo,humid,Pongal,Daily Wear,9,6,9,10,Medium,Light,Yes,8.6,2
Tencel,humid,Graduation,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,summer,Pongal,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,summer,Onam,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Bamboo,humid,Holi,Daily Wear,9,6,9,10,Medium,Light,Yes,8.6,2
Tencel,humid,Holi,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,humid,,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,humid,Eid,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,humid,Date Night,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Bamboo,summer,Diwali,Daily Wear,9,6,9,10,Medium,Light,Yes,8.6,2
Tencel,summer,Holi,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,summer,Date Night,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Bamboo,summer,Pongal,Daily Wear,9,6,9,10,Medium,Light,Yes,8.6,2
Tencel,summer,,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,summer,Wedding,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,humid,Navratri,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Bamboo,humid,Navratri,Daily Wear,9,6,9,10,Medium,Light,Yes,8.6,2
Tencel,humid,Date Night,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,humid,Christmas,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,humid,Graduation,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,summer,Pongal,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,summer,Interview,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,humid,Christmas,Office,9,7,9,9,Medium,Light,Yes,8.6,2
Bamboo,humid,Christmas,Daily Wear,9,6,9,10,Medium,Light,Yes,8.6,2
Bamboo,humid,Date Night,Daily Wear,9,6,9,10,Medium,Light,Yes,8.6,2
Tencel,humid,Interview,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
Tencel,summer,Christmas,Yoga/Meditation,9,7,9,9,Medium,Light,Yes,8.6,2
